match_id,season,team1,team2,venue,pitch_type,toss_winner,toss_decision,winner
189,2024,Royal Challengers Bengaluru,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",bowling-friendly,Royal Challengers Bengaluru,field,Sunrisers Hyderabad
190,2025,Kolkata Knight Riders,Punjab Kings,"PCA Stadium, Mullanpur",spin-friendly,Punjab Kings,field,Kolkata Knight Riders
191,2016,Rajasthan Royals,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Kolkata Knight Riders
192,2017,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Delhi Capitals,field,Delhi Capitals
193,2018,Royal Challengers Bengaluru,Gujarat Titans,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,field,Gujarat Titans
194,2019,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,field,Kolkata Knight Riders
195,2020,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Sunrisers Hyderabad,field,Mumbai Indians
196,2021,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",balanced,Chennai Super Kings,field,Chennai Super Kings
197,2022,Punjab Kings,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Punjab Kings,field,Chennai Super Kings
198,2023,Royal Challengers Bengaluru,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",batting,Chennai Super Kings,field,Royal Challengers Bengaluru
199,2024,Chennai Super Kings,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",batting,Chennai Super Kings,field,Royal Challengers Bengaluru
200,2025,Delhi Capitals,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Delhi Capitals,field,Sunrisers Hyderabad
201,2016,Lucknow Super Giants,Delhi Capitals,"PCA Stadium, Mullanpur",pace-friendly,Delhi Capitals,field,Delhi Capitals
202,2017,Mumbai Indians,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",batting,Mumbai Indians,bat,Mumbai Indians
203,2018,Gujarat Titans,Punjab Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Punjab Kings,field,Gujarat Titans
204,2019,Lucknow Super Giants,Mumbai Indians,"PCA Stadium, Mullanpur",balanced,Lucknow Super Giants,bat,Lucknow Super Giants
205,2020,Kolkata Knight Riders,Delhi Capitals,"MA Chidambaram Stadium, Chennai",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
206,2021,Punjab Kings,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",balanced,Punjab Kings,field,Rajasthan Royals
207,2022,Kolkata Knight Riders,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",pace-friendly,Lucknow Super Giants,field,Lucknow Super Giants
208,2023,Chennai Super Kings,Kolkata Knight Riders,"Ekana Stadium, Lucknow",balanced,Chennai Super Kings,bat,Chennai Super Kings
209,2024,Punjab Kings,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Rajasthan Royals,field,Rajasthan Royals
210,2025,Royal Challengers Bengaluru,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Royal Challengers Bengaluru,field,Kolkata Knight Riders
211,2016,Mumbai Indians,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
212,2017,Punjab Kings,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",bowling-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
213,2018,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
214,2019,Chennai Super Kings,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",balanced,Mumbai Indians,bat,Mumbai Indians
215,2020,Royal Challengers Bengaluru,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru
216,2021,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,field,Chennai Super Kings
217,2022,Gujarat Titans,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",pace-friendly,Punjab Kings,bat,Gujarat Titans
218,2023,Delhi Capitals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Gujarat Titans,field,Gujarat Titans
219,2024,Kolkata Knight Riders,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
220,2025,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
221,2016,Delhi Capitals,Gujarat Titans,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,field,Gujarat Titans
222,2017,Royal Challengers Bengaluru,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,field,Delhi Capitals
223,2018,Royal Challengers Bengaluru,Delhi Capitals,"MA Chidambaram Stadium, Chennai",pace-friendly,Delhi Capitals,field,Royal Challengers Bengaluru
224,2019,Mumbai Indians,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,field,Mumbai Indians
225,2020,Lucknow Super Giants,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Punjab Kings,field,Lucknow Super Giants
226,2021,Sunrisers Hyderabad,Punjab Kings,"Wankhede Stadium, Mumbai",batting,Sunrisers Hyderabad,field,Sunrisers Hyderabad
227,2022,Lucknow Super Giants,Punjab Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Punjab Kings,bat,Lucknow Super Giants
228,2023,Mumbai Indians,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",balanced,Mumbai Indians,field,Mumbai Indians
229,2024,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,field,Kolkata Knight Riders
230,2025,Delhi Capitals,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",pace-friendly,Delhi Capitals,field,Royal Challengers Bengaluru
231,2016,Mumbai Indians,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,bat,Mumbai Indians
232,2017,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,field,Mumbai Indians
233,2018,Royal Challengers Bengaluru,Chennai Super Kings,"Eden Gardens, Kolkata",balanced,Royal Challengers Bengaluru,field,Chennai Super Kings
234,2019,Kolkata Knight Riders,Gujarat Titans,"Ekana Stadium, Lucknow",bowling-friendly,Kolkata Knight Riders,bat,Gujarat Titans
235,2020,Lucknow Super Giants,Delhi Capitals,"Arun Jaitley Stadium, Delhi",pace-friendly,Delhi Capitals,field,Lucknow Super Giants
236,2021,Delhi Capitals,Mumbai Indians,"MA Chidambaram Stadium, Chennai",balanced,Mumbai Indians,field,Mumbai Indians
237,2022,Lucknow Super Giants,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",pace-friendly,Lucknow Super Giants,field,Lucknow Super Giants
238,2023,Royal Challengers Bengaluru,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",batting,Kolkata Knight Riders,field,Royal Challengers Bengaluru
239,2024,Sunrisers Hyderabad,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
240,2025,Lucknow Super Giants,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,bat,Gujarat Titans
241,2016,Rajasthan Royals,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Rajasthan Royals
242,2017,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",balanced,Punjab Kings,bat,Kolkata Knight Riders
243,2018,Chennai Super Kings,Rajasthan Royals,"Eden Gardens, Kolkata",batting,Chennai Super Kings,bat,Chennai Super Kings
244,2019,Kolkata Knight Riders,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",balanced,Delhi Capitals,field,Kolkata Knight Riders
245,2020,Rajasthan Royals,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",bowling-friendly,Rajasthan Royals,bat,Rajasthan Royals
246,2021,Mumbai Indians,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,field,Rajasthan Royals
247,2022,Punjab Kings,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",batting,Punjab Kings,field,Punjab Kings
248,2023,Mumbai Indians,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,bat,Mumbai Indians
249,2024,Royal Challengers Bengaluru,Mumbai Indians,"Ekana Stadium, Lucknow",bowling-friendly,Mumbai Indians,bat,Mumbai Indians
250,2025,Kolkata Knight Riders,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",pace-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
251,2016,Delhi Capitals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Gujarat Titans,field,Gujarat Titans
252,2017,Lucknow Super Giants,Rajasthan Royals,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,field,Rajasthan Royals
253,2018,Gujarat Titans,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Lucknow Super Giants,field,Lucknow Super Giants
254,2019,Lucknow Super Giants,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",batting,Delhi Capitals,field,Lucknow Super Giants
255,2020,Lucknow Super Giants,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Chennai Super Kings,bat,Chennai Super Kings
256,2021,Sunrisers Hyderabad,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Rajasthan Royals,field,Rajasthan Royals
257,2022,Royal Challengers Bengaluru,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,field,Rajasthan Royals
258,2023,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",bowling-friendly,Mumbai Indians,field,Delhi Capitals
259,2024,Chennai Super Kings,Kolkata Knight Riders,"PCA Stadium, Mullanpur",bowling-friendly,Chennai Super Kings,field,Kolkata Knight Riders
260,2025,Rajasthan Royals,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Rajasthan Royals,bat,Delhi Capitals
261,2016,Rajasthan Royals,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Rajasthan Royals,field,Rajasthan Royals
262,2017,Delhi Capitals,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Chennai Super Kings,field,Chennai Super Kings
263,2018,Mumbai Indians,Lucknow Super Giants,"Ekana Stadium, Lucknow",bowling-friendly,Lucknow Super Giants,bat,Mumbai Indians
264,2019,Kolkata Knight Riders,Mumbai Indians,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,bat,Mumbai Indians
265,2020,Sunrisers Hyderabad,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Chennai Super Kings,field,Chennai Super Kings
266,2021,Kolkata Knight Riders,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
267,2022,Sunrisers Hyderabad,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Sunrisers Hyderabad,field,Lucknow Super Giants
268,2023,Mumbai Indians,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,bat,Mumbai Indians
269,2024,Gujarat Titans,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
270,2025,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Rajasthan Royals,field,Rajasthan Royals
271,2016,Kolkata Knight Riders,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",balanced,Delhi Capitals,field,Delhi Capitals
272,2017,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",pace-friendly,Delhi Capitals,field,Delhi Capitals
273,2018,Gujarat Titans,Lucknow Super Giants,"Wankhede Stadium, Mumbai",batting,Gujarat Titans,field,Gujarat Titans
274,2019,Punjab Kings,Delhi Capitals,"Ekana Stadium, Lucknow",bowling-friendly,Delhi Capitals,bat,Punjab Kings
275,2020,Rajasthan Royals,Mumbai Indians,"Eden Gardens, Kolkata",pace-friendly,Mumbai Indians,field,Mumbai Indians
276,2021,Lucknow Super Giants,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Chennai Super Kings,field,Chennai Super Kings
277,2022,Royal Challengers Bengaluru,Mumbai Indians,"Ekana Stadium, Lucknow",bowling-friendly,Royal Challengers Bengaluru,field,Mumbai Indians
278,2023,Sunrisers Hyderabad,Rajasthan Royals,"Eden Gardens, Kolkata",balanced,Sunrisers Hyderabad,field,Rajasthan Royals
279,2024,Punjab Kings,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Chennai Super Kings,bat,Chennai Super Kings
280,2025,Royal Challengers Bengaluru,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",spin-friendly,Kolkata Knight Riders,field,Royal Challengers Bengaluru
281,2016,Chennai Super Kings,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,field,Kolkata Knight Riders
282,2017,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",pace-friendly,Gujarat Titans,bat,Delhi Capitals
283,2018,Royal Challengers Bengaluru,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Royal Challengers Bengaluru,bat,Chennai Super Kings
284,2019,Gujarat Titans,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Gujarat Titans,field,Chennai Super Kings
285,2020,Chennai Super Kings,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,bat,Mumbai Indians
286,2021,Mumbai Indians,Kolkata Knight Riders,"PCA Stadium, Mullanpur",batting,Mumbai Indians,bat,Mumbai Indians
287,2022,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",spin-friendly,Mumbai Indians,bat,Mumbai Indians
288,2023,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
289,2024,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Delhi Capitals,field,Rajasthan Royals
290,2025,Punjab Kings,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Punjab Kings
291,2016,Royal Challengers Bengaluru,Mumbai Indians,"PCA Stadium, Mullanpur",balanced,Mumbai Indians,field,Mumbai Indians
292,2017,Delhi Capitals,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",pace-friendly,Lucknow Super Giants,field,Lucknow Super Giants
293,2018,Chennai Super Kings,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,field,Chennai Super Kings
294,2019,Punjab Kings,Rajasthan Royals,"Rajiv Gandhi Intl Stadium, Hyderabad",batting,Punjab Kings,field,Punjab Kings
295,2020,Sunrisers Hyderabad,Lucknow Super Giants,"Wankhede Stadium, Mumbai",batting,Lucknow Super Giants,bat,Lucknow Super Giants
296,2021,Punjab Kings,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Lucknow Super Giants
297,2022,Sunrisers Hyderabad,Punjab Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Punjab Kings,field,Sunrisers Hyderabad
298,2023,Delhi Capitals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Delhi Capitals,field,Chennai Super Kings
299,2024,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Chennai Super Kings,field,Chennai Super Kings
300,2025,Rajasthan Royals,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",pace-friendly,Rajasthan Royals,bat,Royal Challengers Bengaluru
301,2016,Mumbai Indians,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,field,Mumbai Indians
302,2017,Delhi Capitals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,field,Delhi Capitals
303,2018,Royal Challengers Bengaluru,Delhi Capitals,"Arun Jaitley Stadium, Delhi",pace-friendly,Delhi Capitals,field,Delhi Capitals
304,2019,Mumbai Indians,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
305,2020,Lucknow Super Giants,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Lucknow Super Giants,bat,Sunrisers Hyderabad
306,2021,Rajasthan Royals,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Royal Challengers Bengaluru,field,Rajasthan Royals
307,2022,Kolkata Knight Riders,Sunrisers Hyderabad,"Ekana Stadium, Lucknow",bowling-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
308,2023,Delhi Capitals,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Delhi Capitals,bat,Delhi Capitals
309,2024,Punjab Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Punjab Kings,field,Punjab Kings
310,2025,Gujarat Titans,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,bat,Gujarat Titans
311,2016,Royal Challengers Bengaluru,Punjab Kings,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,bat,Royal Challengers Bengaluru
312,2017,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
313,2018,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",pace-friendly,Sunrisers Hyderabad,field,Royal Challengers Bengaluru
314,2019,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,bat,Sunrisers Hyderabad
315,2020,Mumbai Indians,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",bowling-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
316,2021,Delhi Capitals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,bat,Delhi Capitals
317,2022,Delhi Capitals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Delhi Capitals,bat,Chennai Super Kings
318,2023,Chennai Super Kings,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,field,Chennai Super Kings
319,2024,Lucknow Super Giants,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Lucknow Super Giants,field,Kolkata Knight Riders
320,2025,Chennai Super Kings,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,field,Punjab Kings
321,2016,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",pace-friendly,Rajasthan Royals,field,Rajasthan Royals
322,2017,Royal Challengers Bengaluru,Delhi Capitals,"MA Chidambaram Stadium, Chennai",spin-friendly,Royal Challengers Bengaluru,bat,Delhi Capitals
323,2018,Sunrisers Hyderabad,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,field,Rajasthan Royals
324,2019,Delhi Capitals,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Delhi Capitals,field,Royal Challengers Bengaluru
325,2020,Gujarat Titans,Delhi Capitals,"Eden Gardens, Kolkata",balanced,Gujarat Titans,bat,Gujarat Titans
326,2021,Sunrisers Hyderabad,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
327,2022,Sunrisers Hyderabad,Chennai Super Kings,"Ekana Stadium, Lucknow",batting,Sunrisers Hyderabad,field,Chennai Super Kings
328,2023,Punjab Kings,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",balanced,Punjab Kings,field,Punjab Kings
329,2024,Punjab Kings,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,bat,Punjab Kings
330,2025,Delhi Capitals,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,bat,Kolkata Knight Riders
331,2016,Lucknow Super Giants,Delhi Capitals,"Wankhede Stadium, Mumbai",batting,Delhi Capitals,field,Lucknow Super Giants
332,2017,Gujarat Titans,Sunrisers Hyderabad,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,field,Gujarat Titans
333,2018,Royal Challengers Bengaluru,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",pace-friendly,Royal Challengers Bengaluru,field,Kolkata Knight Riders
334,2019,Rajasthan Royals,Mumbai Indians,"PCA Stadium, Mullanpur",balanced,Rajasthan Royals,bat,Rajasthan Royals
335,2020,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",spin-friendly,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
336,2021,Delhi Capitals,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",spin-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
337,2022,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Royal Challengers Bengaluru,field,Kolkata Knight Riders
338,2023,Punjab Kings,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,field,Royal Challengers Bengaluru
339,2024,Gujarat Titans,Lucknow Super Giants,"PCA Stadium, Mullanpur",balanced,Lucknow Super Giants,bat,Gujarat Titans
340,2025,Sunrisers Hyderabad,Rajasthan Royals,"PCA Stadium, Mullanpur",balanced,Rajasthan Royals,field,Rajasthan Royals
341,2016,Punjab Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",balanced,Punjab Kings,bat,Gujarat Titans
342,2017,Delhi Capitals,Punjab Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Delhi Capitals,field,Delhi Capitals
